ID,Punto_Partida,Punto_Llegada,Distancia (km),Tiempo (min),Precio (S/),Empresa_Courier
1D140,Ate,Pueblo Libre,12.66,101,15,Olva Courier
1D140,Ate,Pueblo Libre,12.66,71,21,Serpost
1D140,Ate,Pueblo Libre,12.66,53,15,DHL Express Perú
1D141,Cercado de Lima,Carabayllo,24.92,121,15,Olva Courier
1D141,Cercado de Lima,Carabayllo,24.92,66,23,Serpost
1D141,Cercado de Lima,Carabayllo,24.92,41,13,DHL Express Perú
1D142,El Agustino,Cercado de Lima,9.19,56,16,Olva Courier
1D142,El Agustino,Cercado de Lima,9.19,39,16,Serpost
1D142,El Agustino,Cercado de Lima,9.19,100,19,DHL Express Perú
1D143,Punta Negra,Santa Anita,20.24,122,16,Olva Courier
1D143,Punta Negra,Santa Anita,20.24,124,14,Serpost
1D143,Punta Negra,Santa Anita,20.24,101,17,DHL Express Perú
1D144,Callao,Punta Hermosa,20.83,105,24,Olva Courier
1D144,Callao,Punta Hermosa,20.83,97,23,Serpost
1D144,Callao,Punta Hermosa,20.83,75,14,DHL Express Perú
1D145,Jesús María,Punta Negra,5.39,40,11,Olva Courier
1D145,Jesús María,Punta Negra,5.39,43,14,Serpost
1D145,Jesús María,Punta Negra,5.39,116,26,DHL Express Perú
1D146,Los Olivos,Pueblo Libre,10.58,102,17,Olva Courier
1D146,Los Olivos,Pueblo Libre,10.58,78,18,Serpost
1D146,Los Olivos,Pueblo Libre,10.58,81,23,DHL Express Perú
1D147,Lurín,Carmen de la Legua Reynoso,24.93,42,18,Olva Courier
1D147,Lurín,Carmen de la Legua Reynoso,24.93,39,20,Serpost
1D147,Lurín,Carmen de la Legua Reynoso,24.93,30,20,DHL Express Perú
1D148,La Perla,Lurín,12.26,105,24,Olva Courier
1D148,La Perla,Lurín,12.26,102,13,Serpost
1D148,La Perla,Lurín,12.26,66,20,DHL Express Perú
1D149,San Juan de Lurigancho,Santiago de Surco,24.16,67,26,Olva Courier
1D149,San Juan de Lurigancho,Santiago de Surco,24.16,82,23,Serpost
1D149,San Juan de Lurigancho,Santiago de Surco,24.16,100,12,DHL Express Perú
1D150,Villa María del Triunfo,Los Olivos,25.92,33,24,Olva Courier
1D150,Villa María del Triunfo,Los Olivos,25.92,104,16,Serpost
1D150,Villa María del Triunfo,Los Olivos,25.92,114,20,DHL Express Perú
1D151,El Agustino,Rímac,23.45,72,17,Olva Courier
1D151,El Agustino,Rímac,23.45,75,22,Serpost
1D151,El Agustino,Rímac,23.45,96,22,DHL Express Perú
1D152,Chaclacayo,Villa María del Triunfo,24.17,57,18,Olva Courier
1D152,Chaclacayo,Villa María del Triunfo,24.17,21,21,Serpost
1D152,Chaclacayo,Villa María del Triunfo,24.17,90,15,DHL Express Perú
1D153,La Punta,San Juan de Miraflores,9.65,107,26,Olva Courier
1D153,La Punta,San Juan de Miraflores,9.65,107,14,Serpost
1D153,La Punta,San Juan de Miraflores,9.65,91,13,DHL Express Perú
1D154,Santa Rosa,Punta Hermosa,20.45,76,21,Olva Courier
1D154,Santa Rosa,Punta Hermosa,20.45,65,20,Serpost
1D154,Santa Rosa,Punta Hermosa,20.45,104,20,DHL Express Perú
1D155,San Luis,Magdalena del Mar,5.52,33,17,Olva Courier
1D155,San Luis,Magdalena del Mar,5.52,74,15,Serpost
1D155,San Luis,Magdalena del Mar,5.52,96,19,DHL Express Perú
1D156,Ventanilla,Chorrillos,17.96,69,12,Olva Courier
1D156,Ventanilla,Chorrillos,17.96,112,18,Serpost
1D156,Ventanilla,Chorrillos,17.96,108,20,DHL Express Perú
1D157,Santa Rosa,Pachacámac,27.58,55,16,Olva Courier
1D157,Santa Rosa,Pachacámac,27.58,106,24,Serpost
1D157,Santa Rosa,Pachacámac,27.58,63,26,DHL Express Perú
1D158,Ventanilla,San Miguel,8.22,96,24,Olva Courier
1D158,Ventanilla,San Miguel,8.22,83,13,Serpost
1D158,Ventanilla,San Miguel,8.22,87,15,DHL Express Perú
1D159,Pachacámac,Pueblo Libre,23.03,106,27,Olva Courier
1D159,Pachacámac,Pueblo Libre,23.03,41,24,Serpost
1D159,Pachacámac,Pueblo Libre,23.03,24,12,DHL Express Perú
1D160,Chaclacayo,Lurigancho,17.52,38,13,Olva Courier
1D160,Chaclacayo,Lurigancho,17.52,47,20,Serpost
1D160,Chaclacayo,Lurigancho,17.52,100,25,DHL Express Perú
1D161,Carabayllo,Chaclacayo,27.04,31,18,Olva Courier
1D161,Carabayllo,Chaclacayo,27.04,38,11,Serpost
1D161,Carabayllo,Chaclacayo,27.04,67,12,DHL Express Perú
1D162,San Martín de Porres,San Miguel,21.3,65,19,Olva Courier
1D162,San Martín de Porres,San Miguel,21.3,44,20,Serpost
1D162,San Martín de Porres,San Miguel,21.3,101,18,DHL Express Perú
1D163,Los Olivos,Pueblo Libre,15.52,40,15,Olva Courier
1D163,Los Olivos,Pueblo Libre,15.52,64,25,Serpost
1D163,Los Olivos,Pueblo Libre,15.52,68,13,DHL Express Perú
1D164,Villa El Salvador,Surquillo,6.82,85,14,Olva Courier
1D164,Villa El Salvador,Surquillo,6.82,24,17,Serpost
1D164,Villa El Salvador,Surquillo,6.82,60,17,DHL Express Perú
1D165,La Perla,Ancón,5.31,79,22,Olva Courier
1D165,La Perla,Ancón,5.31,75,23,Serpost
1D165,La Perla,Ancón,5.31,113,16,DHL Express Perú
1D166,Lince,Callao,11.23,82,17,Olva Courier
1D166,Lince,Callao,11.23,28,16,Serpost
1D166,Lince,Callao,11.23,66,18,DHL Express Perú
1D167,Breña,La Perla,15.14,45,16,Olva Courier
1D167,Breña,La Perla,15.14,45,12,Serpost
1D167,Breña,La Perla,15.14,74,17,DHL Express Perú
1D168,San Borja,San Miguel,7.16,120,12,Olva Courier
1D168,San Borja,San Miguel,7.16,113,19,Serpost
1D168,San Borja,San Miguel,7.16,68,20,DHL Express Perú
1D169,Santa Anita,Ventanilla,10.36,119,11,Olva Courier
1D169,Santa Anita,Ventanilla,10.36,34,24,Serpost
1D169,Santa Anita,Ventanilla,10.36,96,26,DHL Express Perú
1D170,Chaclacayo,Santa María del Mar,23.48,35,16,Olva Courier
1D170,Chaclacayo,Santa María del Mar,23.48,100,15,Serpost
1D170,Chaclacayo,Santa María del Mar,23.48,97,13,DHL Express Perú
1D171,Ancón,San Juan de Lurigancho,18.61,119,21,Olva Courier
1D171,Ancón,San Juan de Lurigancho,18.61,56,18,Serpost
1D171,Ancón,San Juan de Lurigancho,18.61,67,19,DHL Express Perú
1D172,Punta Negra,Santa María del Mar,16.06,36,25,Olva Courier
1D172,Punta Negra,Santa María del Mar,16.06,106,22,Serpost
1D172,Punta Negra,Santa María del Mar,16.06,94,27,DHL Express Perú
1D173,Santa Rosa,Villa El Salvador,18.45,123,16,Olva Courier
1D173,Santa Rosa,Villa El Salvador,18.45,112,20,Serpost
1D173,Santa Rosa,Villa El Salvador,18.45,73,20,DHL Express Perú
1D174,San Bartolo,San Juan de Miraflores,23.13,60,16,Olva Courier
1D174,San Bartolo,San Juan de Miraflores,23.13,38,22,Serpost
1D174,San Bartolo,San Juan de Miraflores,23.13,21,20,DHL Express Perú
1D175,San Juan de Miraflores,Ventanilla,28.68,80,21,Olva Courier
1D175,San Juan de Miraflores,Ventanilla,28.68,55,20,Serpost
1D175,San Juan de Miraflores,Ventanilla,28.68,82,13,DHL Express Perú
1D176,San Borja,Santa Rosa,29.25,122,22,Olva Courier
1D176,San Borja,Santa Rosa,29.25,69,11,Serpost
1D176,San Borja,Santa Rosa,29.25,122,20,DHL Express Perú
1D177,Santa María del Mar,El Agustino,14.04,110,23,Olva Courier
1D177,Santa María del Mar,El Agustino,14.04,87,18,Serpost
1D177,Santa María del Mar,El Agustino,14.04,43,21,DHL Express Perú
1D178,Villa María del Triunfo,Miraflores,15.78,40,20,Olva Courier
1D178,Villa María del Triunfo,Miraflores,15.78,94,13,Serpost
1D178,Villa María del Triunfo,Miraflores,15.78,75,27,DHL Express Perú
1D179,Barranco,San Juan de Miraflores,7.26,100,14,Olva Courier
1D179,Barranco,San Juan de Miraflores,7.26,51,12,Serpost
1D179,Barranco,San Juan de Miraflores,7.26,30,15,DHL Express Perú
1D180,Rímac,Puente Piedra,28.25,74,20,Olva Courier
1D180,Rímac,Puente Piedra,28.25,72,24,Serpost
1D180,Rímac,Puente Piedra,28.25,99,13,DHL Express Perú
1D181,Puente Piedra,Independencia,24.37,71,18,Olva Courier
1D181,Puente Piedra,Independencia,24.37,45,23,Serpost
1D181,Puente Piedra,Independencia,24.37,23,15,DHL Express Perú
1D182,Ate,Mi Perú,26.99,120,21,Olva Courier
1D182,Ate,Mi Perú,26.99,30,15,Serpost
1D182,Ate,Mi Perú,26.99,39,9,DHL Express Perú
1D183,Carabayllo,San Luis,24.7,95,22,Olva Courier
1D183,Carabayllo,San Luis,24.7,124,13,Serpost
1D183,Carabayllo,San Luis,24.7,28,13,DHL Express Perú
1D184,San Juan de Miraflores,Miraflores,6.42,89,14,Olva Courier
1D184,San Juan de Miraflores,Miraflores,6.42,22,17,Serpost
1D184,San Juan de Miraflores,Miraflores,6.42,103,25,DHL Express Perú
1D185,Puente Piedra,Ate,16.12,102,18,Olva Courier
1D185,Puente Piedra,Ate,16.12,45,25,Serpost
1D185,Puente Piedra,Ate,16.12,46,26,DHL Express Perú
1D186,Pachacámac,San Juan de Miraflores,17.12,56,21,Olva Courier
1D186,Pachacámac,San Juan de Miraflores,17.12,44,22,Serpost
1D186,Pachacámac,San Juan de Miraflores,17.12,104,20,DHL Express Perú
1D187,Comas,La Perla,23.23,21,10,Olva Courier
1D187,Comas,La Perla,23.23,111,19,Serpost
1D187,Comas,La Perla,23.23,81,15,DHL Express Perú
1D188,Villa María del Triunfo,Lurín,22.55,45,20,Olva Courier
1D188,Villa María del Triunfo,Lurín,22.55,35,13,Serpost
1D188,Villa María del Triunfo,Lurín,22.55,43,20,DHL Express Perú
1D189,El Agustino,Cieneguilla,9.98,40,19,Olva Courier
1D189,El Agustino,Cieneguilla,9.98,73,26,Serpost
1D189,El Agustino,Cieneguilla,9.98,26,15,DHL Express Perú
1D190,Ventanilla,Jesús María,16.36,25,14,Olva Courier
1D190,Ventanilla,Jesús María,16.36,69,20,Serpost
1D190,Ventanilla,Jesús María,16.36,44,19,DHL Express Perú
1D191,Lince,Santa María del Mar,16.16,31,15,Olva Courier
1D191,Lince,Santa María del Mar,16.16,27,19,Serpost
1D191,Lince,Santa María del Mar,16.16,114,16,DHL Express Perú
1D192,Villa María del Triunfo,La Perla,28.49,116,22,Olva Courier
1D192,Villa María del Triunfo,La Perla,28.49,52,10,Serpost
1D192,Villa María del Triunfo,La Perla,28.49,103,19,DHL Express Perú
1D193,El Agustino,Santa Anita,15.67,45,21,Olva Courier
1D193,El Agustino,Santa Anita,15.67,69,20,Serpost
1D193,El Agustino,Santa Anita,15.67,86,15,DHL Express Perú
1D194,San Juan de Lurigancho,Santa Rosa,26.29,75,13,Olva Courier
1D194,San Juan de Lurigancho,Santa Rosa,26.29,120,16,Serpost
1D194,San Juan de Lurigancho,Santa Rosa,26.29,48,13,DHL Express Perú
1D195,Villa El Salvador,San Juan de Miraflores,11.15,69,25,Olva Courier
1D195,Villa El Salvador,San Juan de Miraflores,11.15,70,18,Serpost
1D195,Villa El Salvador,San Juan de Miraflores,11.15,92,14,DHL Express Perú
1D196,Los Olivos,Callao,8.96,56,16,Olva Courier
1D196,Los Olivos,Callao,8.96,79,13,Serpost
1D196,Los Olivos,Callao,8.96,81,14,DHL Express Perú
1D197,Rímac,Punta Negra,28.75,64,18,Olva Courier
1D197,Rímac,Punta Negra,28.75,92,22,Serpost
1D197,Rímac,Punta Negra,28.75,40,26,DHL Express Perú
1D198,Puente Piedra,Ate,18.31,111,22,Olva Courier
1D198,Puente Piedra,Ate,18.31,62,11,Serpost
1D198,Puente Piedra,Ate,18.31,114,19,DHL Express Perú
1D199,Puente Piedra,Callao,26.54,29,11,Olva Courier
1D199,Puente Piedra,Callao,26.54,67,15,Serpost
1D199,Puente Piedra,Callao,26.54,113,15,DHL Express Perú
1D200,Santa María del Mar,Ate,17.8,85,11,Olva Courier
1D200,Santa María del Mar,Ate,17.8,22,18,Serpost
1D200,Santa María del Mar,Ate,17.8,67,21,DHL Express Perú
1D201,La Punta,Pucusana,29.74,53,17,Olva Courier
1D201,La Punta,Pucusana,29.74,88,18,Serpost
1D201,La Punta,Pucusana,29.74,32,16,DHL Express Perú
1D202,San Juan de Miraflores,La Punta,8.4,92,20,Olva Courier
1D202,San Juan de Miraflores,La Punta,8.4,82,19,Serpost
1D202,San Juan de Miraflores,La Punta,8.4,66,20,DHL Express Perú
1D203,Surquillo,Callao,28.49,54,14,Olva Courier
1D203,Surquillo,Callao,28.49,80,12,Serpost
1D203,Surquillo,Callao,28.49,122,20,DHL Express Perú
1D204,Lurín,Jesús María,17.15,48,19,Olva Courier
1D204,Lurín,Jesús María,17.15,24,23,Serpost
1D204,Lurín,Jesús María,17.15,103,23,DHL Express Perú
1D205,La Perla,San Juan de Lurigancho,12.76,111,18,Olva Courier
1D205,La Perla,San Juan de Lurigancho,12.76,46,25,Serpost
1D205,La Perla,San Juan de Lurigancho,12.76,90,25,DHL Express Perú
1D206,Punta Hermosa,Punta Hermosa,24.12,77,13,Olva Courier
1D206,Punta Hermosa,Punta Hermosa,24.12,36,20,Serpost
1D206,Punta Hermosa,Punta Hermosa,24.12,86,12,DHL Express Perú
1D207,Santa Anita,Comas,27.47,77,16,Olva Courier
1D207,Santa Anita,Comas,27.47,114,23,Serpost
1D207,Santa Anita,Comas,27.47,82,16,DHL Express Perú
1D208,San Martín de Porres,Breña,17.11,120,16,Olva Courier
1D208,San Martín de Porres,Breña,17.11,50,15,Serpost
1D208,San Martín de Porres,Breña,17.11,112,10,DHL Express Perú
1D209,San Isidro,Santa Rosa,15.87,25,26,Olva Courier
1D209,San Isidro,Santa Rosa,15.87,31,21,Serpost
1D209,San Isidro,Santa Rosa,15.87,26,18,DHL Express Perú
1D210,Pueblo Libre,Cercado de Lima,17.33,50,13,Olva Courier
1D210,Pueblo Libre,Cercado de Lima,17.33,112,22,Serpost
1D210,Pueblo Libre,Cercado de Lima,17.33,29,20,DHL Express Perú
1D211,Ventanilla,Callao,19.97,27,13,Olva Courier
1D211,Ventanilla,Callao,19.97,47,17,Serpost
1D211,Ventanilla,Callao,19.97,32,23,DHL Express Perú
1D212,Cercado de Lima,La Punta,19.09,95,27,Olva Courier
1D212,Cercado de Lima,La Punta,19.09,123,16,Serpost
1D212,Cercado de Lima,La Punta,19.09,73,15,DHL Express Perú
1D213,Santa Rosa,Jesús María,5.16,51,24,Olva Courier
1D213,Santa Rosa,Jesús María,5.16,107,17,Serpost
1D213,Santa Rosa,Jesús María,5.16,71,21,DHL Express Perú
1D214,Bellavista,La Perla,28.69,47,18,Olva Courier
1D214,Bellavista,La Perla,28.69,106,12,Serpost
1D214,Bellavista,La Perla,28.69,29,21,DHL Express Perú
1D215,Magdalena del Mar,Cieneguilla,22.97,56,19,Olva Courier
1D215,Magdalena del Mar,Cieneguilla,22.97,43,24,Serpost
1D215,Magdalena del Mar,Cieneguilla,22.97,46,15,DHL Express Perú
1D216,Miraflores,Los Olivos,13.58,49,15,Olva Courier
1D216,Miraflores,Los Olivos,13.58,42,15,Serpost
1D216,Miraflores,Los Olivos,13.58,18,19,DHL Express Perú
1D217,La Punta,San Martín de Porres,6.91,24,15,Olva Courier
1D217,La Punta,San Martín de Porres,6.91,111,18,Serpost
1D217,La Punta,San Martín de Porres,6.91,31,20,DHL Express Perú
1D218,Santa María del Mar,La Molina,18.31,57,15,Olva Courier
1D218,Santa María del Mar,La Molina,18.31,97,18,Serpost
1D218,Santa María del Mar,La Molina,18.31,38,19,DHL Express Perú
1D219,Callao,San Isidro,23.95,73,20,Olva Courier
1D219,Callao,San Isidro,23.95,41,10,Serpost
1D219,Callao,San Isidro,23.95,27,22,DHL Express Perú
1D220,Punta Hermosa,Santa María del Mar,26.73,88,22,Olva Courier
1D220,Punta Hermosa,Santa María del Mar,26.73,96,16,Serpost
1D220,Punta Hermosa,Santa María del Mar,26.73,63,19,DHL Express Perú
1D221,Cieneguilla,Ventanilla,24.75,89,20,Olva Courier
1D221,Cieneguilla,Ventanilla,24.75,53,26,Serpost
1D221,Cieneguilla,Ventanilla,24.75,80,22,DHL Express Perú
1D222,Villa María del Triunfo,Comas,25.61,36,27,Olva Courier
1D222,Villa María del Triunfo,Comas,25.61,89,11,Serpost
1D222,Villa María del Triunfo,Comas,25.61,36,17,DHL Express Perú
1D223,Chorrillos,San Juan de Miraflores,7.5,66,14,Olva Courier
1D223,Chorrillos,San Juan de Miraflores,7.5,20,18,Serpost
1D223,Chorrillos,San Juan de Miraflores,7.5,107,14,DHL Express Perú
1D224,Villa El Salvador,Cercado de Lima,5.08,42,14,Olva Courier
1D224,Villa El Salvador,Cercado de Lima,5.08,92,16,Serpost
1D224,Villa El Salvador,Cercado de Lima,5.08,56,20,DHL Express Perú
1D225,Puente Piedra,Ate,29.07,77,17,Olva Courier
1D225,Puente Piedra,Ate,29.07,106,14,Serpost
1D225,Puente Piedra,Ate,29.07,104,9,DHL Express Perú
1D226,San Juan de Miraflores,Jesús María,9.51,64,15,Olva Courier
1D226,San Juan de Miraflores,Jesús María,9.51,60,16,Serpost
1D226,San Juan de Miraflores,Jesús María,9.51,27,24,DHL Express Perú
1D227,Ventanilla,Cieneguilla,12.2,50,27,Olva Courier
1D227,Ventanilla,Cieneguilla,12.2,86,22,Serpost
1D227,Ventanilla,Cieneguilla,12.2,50,19,DHL Express Perú
1D228,Lurín,El Agustino,24.59,45,14,Olva Courier
1D228,Lurín,El Agustino,24.59,88,10,Serpost
1D228,Lurín,El Agustino,24.59,101,22,DHL Express Perú
1D229,La Molina,San Miguel,19.53,93,16,Olva Courier
1D229,La Molina,San Miguel,19.53,22,18,Serpost
1D229,La Molina,San Miguel,19.53,68,24,DHL Express Perú
1D230,Lurigancho,San Isidro,9.25,117,22,Olva Courier
1D230,Lurigancho,San Isidro,9.25,52,18,Serpost
1D230,Lurigancho,San Isidro,9.25,60,15,DHL Express Perú
1D231,Magdalena del Mar,La Molina,7.95,95,17,Olva Courier
1D231,Magdalena del Mar,La Molina,7.95,108,14,Serpost
1D231,Magdalena del Mar,La Molina,7.95,54,20,DHL Express Perú
1D232,Pucusana,Santa María del Mar,9.94,91,17,Olva Courier
1D232,Pucusana,Santa María del Mar,9.94,38,13,Serpost
1D232,Pucusana,Santa María del Mar,9.94,79,23,DHL Express Perú
1D233,Santa Rosa,Villa El Salvador,27.05,101,14,Olva Courier
1D233,Santa Rosa,Villa El Salvador,27.05,37,20,Serpost
1D233,Santa Rosa,Villa El Salvador,27.05,121,21,DHL Express Perú
1D234,Lurigancho,Ancón,10.02,67,20,Olva Courier
1D234,Lurigancho,Ancón,10.02,51,17,Serpost
1D234,Lurigancho,Ancón,10.02,28,18,DHL Express Perú
1D235,Miraflores,Lurigancho,10.74,116,14,Olva Courier
1D235,Miraflores,Lurigancho,10.74,103,11,Serpost
1D235,Miraflores,Lurigancho,10.74,108,17,DHL Express Perú
1D236,Ate,Cercado de Lima,7.24,69,27,Olva Courier
1D236,Ate,Cercado de Lima,7.24,81,13,Serpost
1D236,Ate,Cercado de Lima,7.24,105,12,DHL Express Perú
1D237,Santiago de Surco,Pachacámac,14.51,100,25,Olva Courier
1D237,Santiago de Surco,Pachacámac,14.51,38,22,Serpost
1D237,Santiago de Surco,Pachacámac,14.51,52,19,DHL Express Perú
1D238,San Luis,Callao,28.78,60,18,Olva Courier
1D238,San Luis,Callao,28.78,86,20,Serpost
1D238,San Luis,Callao,28.78,62,12,DHL Express Perú
1D239,San Isidro,Santiago de Surco,15.38,99,24,Olva Courier
1D239,San Isidro,Santiago de Surco,15.38,96,12,Serpost
1D239,San Isidro,Santiago de Surco,15.38,84,14,DHL Express Perú
1D240,La Victoria,Chorrillos,11.07,77,13,Olva Courier
1D240,La Victoria,Chorrillos,11.07,30,21,Serpost
1D240,La Victoria,Chorrillos,11.07,126,20,DHL Express Perú
1D241,Pucusana,San Isidro,10.31,95,15,Olva Courier
1D241,Pucusana,San Isidro,10.31,88,13,Serpost
1D241,Pucusana,San Isidro,10.31,50,23,DHL Express Perú
1D242,Comas,Puente Piedra,5.96,38,20,Olva Courier
1D242,Comas,Puente Piedra,5.96,25,19,Serpost
1D242,Comas,Puente Piedra,5.96,69,27,DHL Express Perú
1D243,San Juan de Miraflores,Carmen de la Legua Reynoso,12.91,105,16,Olva Courier
1D243,San Juan de Miraflores,Carmen de la Legua Reynoso,12.91,92,24,Serpost
1D243,San Juan de Miraflores,Carmen de la Legua Reynoso,12.91,66,22,DHL Express Perú
1D244,Villa El Salvador,Breña,25.41,107,17,Olva Courier
1D244,Villa El Salvador,Breña,25.41,25,18,Serpost
1D244,Villa El Salvador,Breña,25.41,44,12,DHL Express Perú
1D245,Rímac,Carabayllo,25.52,81,13,Olva Courier
1D245,Rímac,Carabayllo,25.52,88,13,Serpost
1D245,Rímac,Carabayllo,25.52,39,14,DHL Express Perú
1D246,Santa Rosa,Carabayllo,27.0,79,16,Olva Courier
1D246,Santa Rosa,Carabayllo,27.0,118,14,Serpost
1D246,Santa Rosa,Carabayllo,27.0,104,27,DHL Express Perú
1D247,Carmen de la Legua Reynoso,Surquillo,16.9,119,12,Olva Courier
1D247,Carmen de la Legua Reynoso,Surquillo,16.9,61,14,Serpost
1D247,Carmen de la Legua Reynoso,Surquillo,16.9,96,21,DHL Express Perú
1D248,La Molina,Ancón,7.1,53,23,Olva Courier
1D248,La Molina,Ancón,7.1,23,23,Serpost
1D248,La Molina,Ancón,7.1,65,22,DHL Express Perú
1D249,Los Olivos,San Luis,12.25,68,18,Olva Courier
1D249,Los Olivos,San Luis,12.25,35,23,Serpost
1D249,Los Olivos,San Luis,12.25,91,21,DHL Express Perú
1D250,La Punta,Pucusana,20.61,125,19,Olva Courier
1D250,La Punta,Pucusana,20.61,101,22,Serpost
1D250,La Punta,Pucusana,20.61,65,10,DHL Express Perú
1D251,Santa Rosa,San Juan de Lurigancho,7.61,126,13,Olva Courier
1D251,Santa Rosa,San Juan de Lurigancho,7.61,110,14,Serpost
1D251,Santa Rosa,San Juan de Lurigancho,7.61,111,21,DHL Express Perú
1D252,Carmen de la Legua Reynoso,Lurigancho,14.49,105,16,Olva Courier
1D252,Carmen de la Legua Reynoso,Lurigancho,14.49,80,13,Serpost
1D252,Carmen de la Legua Reynoso,Lurigancho,14.49,68,16,DHL Express Perú
1D253,Punta Negra,San Juan de Lurigancho,22.77,38,19,Olva Courier
1D253,Punta Negra,San Juan de Lurigancho,22.77,121,20,Serpost
1D253,Punta Negra,San Juan de Lurigancho,22.77,33,14,DHL Express Perú
1D254,La Victoria,Punta Negra,19.41,79,24,Olva Courier
1D254,La Victoria,Punta Negra,19.41,74,16,Serpost
1D254,La Victoria,Punta Negra,19.41,104,15,DHL Express Perú
1D255,Bellavista,San Miguel,15.9,61,17,Olva Courier
1D255,Bellavista,San Miguel,15.9,90,22,Serpost
1D255,Bellavista,San Miguel,15.9,105,21,DHL Express Perú
1D256,Santa Anita,Rímac,15.16,78,23,Olva Courier
1D256,Santa Anita,Rímac,15.16,53,11,Serpost
1D256,Santa Anita,Rímac,15.16,102,16,DHL Express Perú
1D257,Cercado de Lima,Bellavista,23.89,48,23,Olva Courier
1D257,Cercado de Lima,Bellavista,23.89,72,26,Serpost
1D257,Cercado de Lima,Bellavista,23.89,20,23,DHL Express Perú
1D258,Mi Perú,Bellavista,20.43,116,19,Olva Courier
1D258,Mi Perú,Bellavista,20.43,67,16,Serpost
1D258,Mi Perú,Bellavista,20.43,99,24,DHL Express Perú
1D259,Independencia,San Juan de Lurigancho,12.37,83,18,Olva Courier
1D259,Independencia,San Juan de Lurigancho,12.37,42,19,Serpost
1D259,Independencia,San Juan de Lurigancho,12.37,46,18,DHL Express Perú
1D260,Carabayllo,Villa El Salvador,9.66,84,19,Olva Courier
1D260,Carabayllo,Villa El Salvador,9.66,34,13,Serpost
1D260,Carabayllo,Villa El Salvador,9.66,24,20,DHL Express Perú
1D261,Callao,San Miguel,5.84,36,19,Olva Courier
1D261,Callao,San Miguel,5.84,21,12,Serpost
1D261,Callao,San Miguel,5.84,70,16,DHL Express Perú
